2024-06-28 21:52:40.832324 [INFO] starting
2024-06-28 21:52:41.088339 [INFO] GUI init
2024-06-28 21:52:41.121341 [INFO] Index bg
2024-06-28 21:52:41.239347 [INFO] Index start button
2024-06-28 21:52:41.303351 [INFO] Index settings image
2024-06-28 21:52:41.304351 [INFO] Index head text
2024-06-28 21:52:41.304351 [INFO] Index init
2024-06-28 21:53:06.793922 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 12 MOUSEX: 580 MOUSEY: 461
2024-06-28 21:53:06.793922 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 12
2024-06-28 21:53:06.797922 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 1
2024-06-28 21:53:07.161943 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 13 MOUSEX: 580 MOUSEY: 489
2024-06-28 21:53:07.162943 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 13
2024-06-28 21:53:07.165943 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 2
2024-06-28 21:53:07.537965 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 14 MOUSEX: 580 MOUSEY: 521
2024-06-28 21:53:07.537965 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 14
2024-06-28 21:53:07.540965 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 3
2024-06-28 21:53:07.833981 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 14 MOUSEX: 582 MOUSEY: 556
2024-06-28 21:53:08.290008 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 15 MOUSEX: 581 MOUSEY: 573
2024-06-28 21:53:08.290008 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 15
2024-06-28 21:53:08.294008 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 4
2024-06-28 21:53:36.425617 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 25, y: 2 MOUSEX: 726 MOUSEY: 56 TOO BIG OR SMALL
2024-06-28 21:53:36.427617 [INFO] MOUSEBUTTONDOWN_EVENT MASS-CHOOSE-EVENT x: 726, y: 56
2024-06-28 21:53:36.427617 [INFO] MASS-CHOOSE-SMALL
2024-06-28 21:53:36.428617 [INFO] MASS_CHOOSE_S IS TRUE
2024-06-28 21:53:36.428617 [INFO] MASS_CHOOSE_B IS FALSE
2024-06-28 21:53:58.418129 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 18, y: 4 MOUSEX: 529 MOUSEY: 151
2024-06-28 21:53:58.446130 [INFO] DISPLAY_MASSEVENT_SMALL x: 18, y: 4
2024-06-28 21:53:58.451131 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 5
2024-06-28 21:53:58.746148 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 17, y: 5 MOUSEX: 506 MOUSEY: 197
2024-06-28 21:53:58.747148 [INFO] DISPLAY_MASSEVENT_SMALL x: 17, y: 5
2024-06-28 21:53:58.751148 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 6
2024-06-28 21:53:59.066166 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 17, y: 7 MOUSEX: 508 MOUSEY: 264
2024-06-28 21:53:59.067166 [INFO] DISPLAY_MASSEVENT_SMALL x: 17, y: 7
2024-06-28 21:53:59.072166 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 7
2024-06-28 21:53:59.377184 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 17, y: 8 MOUSEX: 498 MOUSEY: 304
2024-06-28 21:53:59.378184 [INFO] DISPLAY_MASSEVENT_SMALL x: 17, y: 8
2024-06-28 21:53:59.386184 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 8
2024-06-28 21:53:59.665200 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 17, y: 9 MOUSEX: 481 MOUSEY: 340
2024-06-28 21:53:59.667200 [INFO] DISPLAY_MASSEVENT_SMALL x: 17, y: 9
2024-06-28 21:53:59.675201 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 9
2024-06-28 21:54:00.041222 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 15, y: 9 MOUSEX: 426 MOUSEY: 325
2024-06-28 21:54:00.042222 [INFO] DISPLAY_MASSEVENT_SMALL x: 15, y: 9
2024-06-28 21:54:00.048222 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 10
2024-06-28 21:54:00.409243 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 9 MOUSEX: 372 MOUSEY: 327
2024-06-28 21:54:00.410243 [INFO] DISPLAY_MASSEVENT_SMALL x: 13, y: 9
2024-06-28 21:54:00.416243 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 11
2024-06-28 21:54:01.001276 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 5 MOUSEX: 383 MOUSEY: 193
2024-06-28 21:54:01.002277 [INFO] DISPLAY_MASSEVENT_SMALL x: 13, y: 5
2024-06-28 21:54:01.009277 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 12
2024-06-28 21:54:01.394299 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 3 MOUSEX: 390 MOUSEY: 103
2024-06-28 21:54:01.395299 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 3
2024-06-28 21:54:01.403299 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 13
2024-06-28 21:54:01.721318 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 17, y: 2 MOUSEX: 508 MOUSEY: 71
2024-06-28 21:54:01.722318 [INFO] DISPLAY_MASSEVENT_SMALL x: 17, y: 2
2024-06-28 21:54:01.729318 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 14
2024-06-28 21:54:03.857440 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 15, y: 6 MOUSEX: 441 MOUSEY: 227
2024-06-28 21:54:03.859440 [INFO] DISPLAY_MASSEVENT_SMALL x: 15, y: 6
2024-06-28 21:54:03.867440 [INFO] DISPLAY_MASSEVENT_BIG x: 2, y: 15
2024-06-28 21:54:06.201574 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 15, y: 11 MOUSEX: 444 MOUSEY: 406
2024-06-28 21:54:06.202574 [INFO] DISPLAY_MASSEVENT_SMALL x: 15, y: 11
2024-06-28 21:54:06.208574 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 1
2024-06-28 21:54:06.593596 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 11 MOUSEX: 403 MOUSEY: 435
2024-06-28 21:54:06.594596 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 11
2024-06-28 21:54:06.599597 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 2
2024-06-28 21:54:06.946617 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 13 MOUSEX: 410 MOUSEY: 493
2024-06-28 21:54:06.947617 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 13
2024-06-28 21:54:06.953617 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 3
2024-06-28 21:54:07.321638 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 14 MOUSEX: 413 MOUSEY: 534
2024-06-28 21:54:07.323638 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 14
2024-06-28 21:54:07.333639 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 4
2024-06-28 21:54:08.225690 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 12 MOUSEX: 365 MOUSEY: 462
2024-06-28 21:54:08.227690 [INFO] DISPLAY_MASSEVENT_SMALL x: 13, y: 12
2024-06-28 21:54:08.236690 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 5
2024-06-28 21:54:08.866726 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 11 MOUSEX: 367 MOUSEY: 404
2024-06-28 21:54:08.868726 [INFO] DISPLAY_MASSEVENT_SMALL x: 13, y: 11
2024-06-28 21:54:08.878727 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 6
2024-06-28 21:54:09.306752 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 10 MOUSEX: 369 MOUSEY: 369
2024-06-28 21:54:09.307752 [INFO] DISPLAY_MASSEVENT_SMALL x: 13, y: 10
2024-06-28 21:54:09.319752 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 7
2024-06-28 21:54:10.097797 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 9 MOUSEX: 387 MOUSEY: 340
2024-06-28 21:54:10.569824 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 9 MOUSEX: 400 MOUSEY: 358
2024-06-28 21:54:10.570824 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 9
2024-06-28 21:54:10.576824 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 8
2024-06-28 21:54:10.961846 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 10 MOUSEX: 404 MOUSEY: 388
2024-06-28 21:54:10.962846 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 10
2024-06-28 21:54:10.970847 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 9
2024-06-28 21:54:11.553880 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 15, y: 10 MOUSEX: 435 MOUSEY: 364
2024-06-28 21:54:11.554880 [INFO] DISPLAY_MASSEVENT_SMALL x: 15, y: 10
2024-06-28 21:54:11.562881 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 10
